STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Assault on Women with intent to outrage her Modesty_Total,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women_Total,At Office premises,In places related to work,In Public Transport system,In other Places,Importation of Girls from Foreign Country,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women
Himachal Pradesh,C. I. D.,2014,1,,0,,,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Himachal Pradesh,G. R. P.,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,Hamirpur,2014,13,,0,,,27,,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,14.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
Himachal Pradesh,Kangra,2014,43,,0,,,46,,0.0,0.0,0.0,43.0,1.0,42.0,3.0,26.0,0.0,0.0,0.0,26.0,0.0,79.0,17.0,3.0,1.0,9.0,49.0,15.0,0.0,0.0,0.0,15.0,0.0,11.0,3.0,1.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,285.0
Himachal Pradesh,Kinnaur,2014,10,,0,,,3,,0.0,0.0,0.0,10.0,0.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Himachal Pradesh,Kullu,2014,16,,0,,,21,,0.0,0.0,0.0,16.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,35.0,7.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
Himachal Pradesh,Lahaul & Spiti,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Himachal Pradesh,Mandi,2014,47,,0,,,50,,0.0,0.0,0.0,47.0,2.0,45.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,101.0,19.0,5.0,0.0,15.0,62.0,15.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,267.0
Himachal Pradesh,Shimla,2014,39,,0,,,27,,0.0,0.0,0.0,39.0,2.0,37.0,0.0,32.0,7.0,0.0,0.0,25.0,0.0,64.0,34.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,10.0,0.0,5.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0
Himachal Pradesh,Sirmaur,2014,28,,0,,,24,,0.0,0.0,0.0,28.0,0.0,28.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,46.0,40.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,123.0
Himachal Pradesh,Solan,2014,16,,0,,,12,,0.0,0.0,0.0,16.0,1.0,15.0,1.0,18.0,5.0,0.0,0.0,0.0,13.0,31.0,4.0,3.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
Himachal Pradesh,Una,2014,23,,1,,,62,,0.0,0.0,0.0,23.0,0.0,23.0,0.0,10.0,1.0,1.0,1.0,7.0,0.0,31.0,13.0,3.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0
Himachal Pradesh,Total,2014,283,,1,,,325,,0.0,0.0,0.0,283.0,6.0,277.0,5.0,227.0,32.0,1.0,1.0,175.0,18.0,538.0,159.0,18.0,3.0,62.0,296.0,60.0,0.0,0.0,0.0,60.0,0.0,42.0,10.0,2.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,66.0,2.0,4.0,2.0,0.0,0.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,1644.0
Jammu & Kashmir,Anantnag,2014,19,,0,,,9,,0.0,0.0,0.0,19.0,0.0,19.0,0.0,62.0,35.0,0.0,0.0,27.0,0.0,123.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0
Jammu & Kashmir,Awantipora,2014,6,,0,,,1,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
Jammu & Kashmir,Bandipora,2014,4,,0,,,4,,0.0,0.0,0.0,4.0,0.0,4.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,53.0,0.0,0.0,0.0,0.0,53.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
Jammu & Kashmir,Baramulla,2014,10,,0,,,11,,0.0,0.0,0.0,10.0,0.0,10.0,4.0,54.0,33.0,0.0,0.0,0.0,21.0,83.0,0.0,0.0,0.0,0.0,83.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0
Jammu & Kashmir,Budgam,2014,9,,0,,,3,,0.0,0.0,0.0,9.0,0.0,9.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0
Jammu & Kashmir,Crime Jammu,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Crime Srinagar,2014,1,,0,,,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jammu & Kashmir,Doda,2014,23,,0,,,14,,0.0,0.0,0.0,23.0,0.0,23.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
Jammu & Kashmir,Ganderbal,2014,0,,0,,,3,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,20.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
Jammu & Kashmir,Handwara,2014,3,,0,,,2,,0.0,0.0,0.0,3.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
Jammu & Kashmir,Jammu,2014,68,,4,,,159,,0.0,0.0,0.0,68.0,0.0,68.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,81.0,0.0,0.0,0.0,0.0,81.0,52.0,0.0,0.0,0.0,52.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0
Jammu & Kashmir,Kargil,2014,2,,0,,,0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Jammu & Kashmir,Kathua,2014,18,,1,,,21,,0.0,0.0,0.0,18.0,0.0,18.0,4.0,33.0,33.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,43.0,15.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
Jammu & Kashmir,Kishtwar,2014,6,,0,,,9,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
Jammu & Kashmir,Kulgam,2014,7,,0,,,0,,0.0,0.0,0.0,7.0,0.0,7.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,171.0,13.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0
Jammu & Kashmir,Kupwara,2014,8,,0,,,8,,0.0,0.0,0.0,8.0,0.0,8.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0,61.0,61.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
Jammu & Kashmir,Leh,2014,6,,0,,,0,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Jammu & Kashmir,Poonch,2014,13,,0,,,25,,0.0,0.0,0.0,13.0,0.0,13.0,0.0,36.0,10.0,1.0,0.0,25.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
Jammu & Kashmir,Pulwama,2014,7,,0,,,1,,0.0,0.0,0.0,7.0,0.0,7.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
Jammu & Kashmir,Railways Jammu,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Jammu & Kashmir,Railways Kashmir,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Jammu & Kashmir,Railways Katra,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jammu & Kashmir,Rajouri,2014,39,,0,,,71,,0.0,0.0,0.0,39.0,0.0,39.0,1.0,60.0,0.0,0.0,0.0,60.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,9.0,12.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0
Jammu & Kashmir,Ramban,2014,8,,0,,,12,,0.0,0.0,0.0,8.0,0.0,8.0,2.0,23.0,8.0,0.0,0.0,15.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,14.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0
Jammu & Kashmir,Reasi,2014,16,,0,,,16,,0.0,0.0,0.0,16.0,0.0,16.0,1.0,26.0,13.0,0.0,0.0,13.0,0.0,18.0,0.0,0.0,0.0,1.0,17.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
Jammu & Kashmir,Samba,2014,7,,0,,,8,,0.0,0.0,0.0,7.0,0.0,7.0,1.0,12.0,6.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
Jammu & Kashmir,Shopian,2014,1,,0,,,2,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,37.0,9.0,0.0,0.0,28.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
Jammu & Kashmir,Sopore,2014,8,,0,,,7,,0.0,0.0,0.0,8.0,0.0,8.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,83.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
Jammu & Kashmir,Srinagar,2014,12,,0,,,63,,0.0,0.0,0.0,12.0,0.0,12.0,5.0,68.0,37.0,0.0,0.0,0.0,31.0,218.0,1.0,0.0,0.0,0.0,217.0,44.0,0.0,0.0,0.0,44.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0
Jammu & Kashmir,Udhampur,2014,30,,0,,,18,,0.0,0.0,0.0,30.0,0.0,30.0,0.0,18.0,8.0,0.0,0.0,10.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,107.0
Jammu & Kashmir,Total,2014,331,,5,,,467,,0.0,0.0,0.0,331.0,0.0,331.0,20.0,813.0,285.0,1.0,0.0,236.0,291.0,1421.0,242.0,123.0,0.0,1.0,1055.0,237.0,0.0,8.0,6.0,223.0,0.0,38.0,25.0,2.0,0.0,29.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,25.0,5.0,23.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3451.0
Jharkhand,Bokaro,2014,63,,18,,,187,,0.0,0.0,0.0,63.0,0.0,63.0,0.0,97.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0
Jharkhand,Chaibasa,2014,54,,2,,,19,,0.0,0.0,0.0,54.0,5.0,49.0,11.0,22.0,0.0,0.0,0.0,22.0,0.0,22.0,11.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,172.0
Jharkhand,Chatra,2014,18,,62,,,24,,0.0,0.0,0.0,18.0,0.0,18.0,11.0,31.0,0.0,0.0,0.0,31.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0
Jharkhand,Deoghar,2014,25,,28,,,138,,0.0,0.0,0.0,25.0,0.0,25.0,0.0,63.0,0.0,0.0,0.0,63.0,0.0,21.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0
Jharkhand,Dhanbad,2014,54,,28,,,99,,0.0,0.0,0.0,54.0,4.0,50.0,21.0,148.0,0.0,0.0,0.0,148.0,0.0,54.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,598.0
Jharkhand,Dhanbad Railway,2014,0,,2,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Jharkhand,Dumka,2014,39,,11,,,55,,0.0,0.0,0.0,39.0,2.0,37.0,16.0,16.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,3.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0
Jharkhand,Garhwa,2014,50,,25,,,45,,0.0,0.0,0.0,50.0,0.0,50.0,10.0,82.0,0.0,0.0,0.0,80.0,2.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,40.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0
